competition_number,competition_type,competition_description,awarded_date,vendor_name,awarded_amount,is_awarded,source_year,amount_missing,is_awarded_flag,amount_scope,group_award_flag,financial_kpi_eligible,awarded_amount_numeric,competition_type_standardized,vendor_name_clean
22-391,RFSO,Graphic Design Services,2023-01-10,Renovo Creative Inc.,,No,2023,True,False,not_awarded,False,False,,RFSO,Renovo Creative Inc.
22-391,RFSO,Graphic Design Services,2023-01-10,ROI Research on Investment Inc.,,No,2023,True,False,not_awarded,False,False,,RFSO,ROI Research on Investment Inc.
22-391,RFSO,Graphic Design Services,2023-01-10,Lucent Quay Consulting Inc.,,No,2023,True,False,not_awarded,False,False,,RFSO,Lucent Quay Consulting Inc.
22-391,RFSO,Graphic Design Services,2023-01-10,2020 Creative,,No,2023,True,False,not_awarded,False,False,,RFSO,2020 Creative
22-391,RFSO,Graphic Design Services,2023-01-10,The C&E Consulting Group Ltd,,No,2023,True,False,not_awarded,False,False,,RFSO,The C&E Consulting Group Ltd
22-076,RFP,Supply and Delivery of 48% Aluminum Sulphate Aqueous Solution (Liquid Alum),2023-01-11,Chemtrade Chemicals Canada LTD,"$ 4,991,000.00",Yes,2023,False,True,vendor_specific,False,True,4991000.0,RFP,Chemtrade Chemicals Canada LTD
22-220,ITT,Inspection and Membrane Replacement for AIWWTP and LIWWTP LSG Gas Holder Tank,2023-01-11,Pomerleau Inc.,"$ 2,466,800.00",Yes,2023,False,True,vendor_specific,False,True,2466800.0,ITT,Pomerleau Inc.
22-220,ITT,Inspection and Membrane Replacement for AIWWTP and LIWWTP LSG Gas Holder Tank,2023-01-11,Maple Reinder,,No,2023,True,False,not_awarded,False,False,,ITT,Maple Reinder
22-220,ITT,Inspection and Membrane Replacement for AIWWTP and LIWWTP LSG Gas Holder Tank,2023-01-11,Horton CBI Ltd.,,No,2023,True,False,not_awarded,False,False,,ITT,Horton CBI Ltd.
22-220,ITT,Inspection and Membrane Replacement for AIWWTP and LIWWTP LSG Gas Holder Tank,2023-01-11,NAC Constructors Ltd.,,No,2023,True,False,not_awarded,False,False,,ITT,NAC Constructors Ltd.
22-420,RFP,Waste to Energy Facility Stack Testing,2023-01-11,A. Lanfranco and Associates Inc.,"$ 806,970.00",Yes,2023,False,True,vendor_specific,False,True,806970.0,RFP,A. Lanfranco and Associates Inc.
22-420,RFP,Waste to Energy Facility Stack Testing,2023-01-11,ORTECH Consulting Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,ORTECH Consulting Inc.
21-306,RFP,Supply and Delivery of Sodium Carbonate to Coquitlam Water Treatment Plant (CWTP),2023-01-16,Brenntag Canada Inc.,"$ 6,863,000.00",Yes,2023,False,True,vendor_specific,False,True,6863000.0,RFP,Brenntag Canada Inc.
21-306,RFP,Supply and Delivery of Sodium Carbonate to Coquitlam Water Treatment Plant (CWTP),2023-01-16,Univar Solutions Canada,,No,2023,True,False,not_awarded,False,False,,RFP,Univar Solutions Canada
22-476,RFP,Fraser River Environmental Monitoring Program,2023-01-18,WSP Canada Inc.,"$ 185,124.39",Yes,2023,False,True,vendor_specific,False,True,185124.39,RFP,WSP Canada Inc.
22-463,RFP,Looper Moth Damaged Tree Removal - Lynn Valley,2023-01-19,B.A. Blackwell & Assoc. Ltd.,"$ 425,778.00",Yes,2023,False,True,vendor_specific,False,True,425778.0,RFP,B.A. Blackwell & Assoc. Ltd.
22-463,RFP,Looper Moth Damaged Tree Removal - Lynn Valley,2023-01-19,Maharg Contracting Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,Maharg Contracting Ltd
22-463,RFP,Looper Moth Damaged Tree Removal - Lynn Valley,2023-01-19,Black Tusk Helicopter inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Black Tusk Helicopter inc.
23-021,SS/NOIC,Supply and Delivery of Gate Equipment for the Capilano Water Supply Area,2023-01-30,Wallace Perimeter Security,"$ 136,239.80",Yes,2023,False,True,vendor_specific,False,True,136239.8,SS/NOIC,Wallace Perimeter Security
22-490,ITT,"Supply & Installation of Scour Protection for North Surrey Interceptor, and Annacis Main No. 3, Fraser River Crossing",2023-01-31,Fraser River Pile & Dredge (GP) Inc.,"$ 1,502,017.50",Yes,2023,False,True,vendor_specific,False,True,1502017.5,ITT,Fraser River Pile & Dredge (GP) Inc.
22-490,ITT,"Supply & Installation of Scour Protection for North Surrey Interceptor, and Annacis Main No. 3, Fraser River Crossing",2023-01-31,Vancouver Pile Driving Ltd.,,No,2023,True,False,not_awarded,False,False,,ITT,Vancouver Pile Driving Ltd.
22-490,ITT,"Supply & Installation of Scour Protection for North Surrey Interceptor, and Annacis Main No. 3, Fraser River Crossing",2023-01-31,JJM Construction Ltd.,,No,2023,True,False,not_awarded,False,False,,ITT,JJM Construction Ltd.
22-102,ITT,Construction services for Davies Orchard Site Servicing and Cottage Restoration at Crippen Regional Park,2023-02-06,Golden Globe Construction Limited,"$ 1,694,578.00",Yes,2023,False,True,vendor_specific,False,True,1694578.0,ITT,Golden Globe Construction Limited
22-273,RFP,Record Centre Services,2023-02-06,Access Information Management of Canada ULC,"$ 96,000.00",Yes,2023,False,True,vendor_specific,False,True,96000.0,RFP,Access Information Management of Canada ULC
23-043,SS/NOIC,"Annual Support Services for SCADA, SCFP CDAC and CWTP CDAC Systems",2023-02-06,Spartan Controls,"$ 674,829.00",Yes,2023,False,True,vendor_specific,False,True,674829.0,SS/NOIC,Spartan Controls
21-157,ITT,Construction - AIWWTP Chemistry Lab UPS System,2023-02-08,Ross Morrison Electrical Ltd.,"$ 589,575.00",Yes,2023,False,True,vendor_specific,False,True,589575.0,ITT,Ross Morrison Electrical Ltd.
21-157,ITT,Construction - AIWWTP Chemistry Lab UPS System,2023-02-08,Status Electrical Corporation,,No,2023,True,False,not_awarded,False,False,,ITT,Status Electrical Corporation
21-157,ITT,Construction - AIWWTP Chemistry Lab UPS System,2023-02-08,Mott Electric General Partnership,,No,2023,True,False,not_awarded,False,False,,ITT,Mott Electric General Partnership
21-157,ITT,Construction - AIWWTP Chemistry Lab UPS System,2023-02-08,J A Electric inc,,No,2023,True,False,not_awarded,False,False,,ITT,J A Electric inc
22-280,RFP,Consulting Engineering Services for Causeway Improvement Design IIWWTP,2023-02-13,McElhanney Ltd.,"$ 450,211.00",Yes,2023,False,True,vendor_specific,False,True,450211.0,RFP,McElhanney Ltd.
22-280,RFP,Consulting Engineering Services for Causeway Improvement Design IIWWTP,2023-02-13,AECOM Canada Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,AECOM Canada Ltd.
22-140,RFP,Supply and Delivery Washroom / Change Room Facility,2023-02-15,ATCO Structures & Logistics Ltd.,"$ 276,739.00",Yes,2023,False,True,vendor_specific,False,True,276739.0,RFP,ATCO Structures & Logistics Ltd.
22-140,RFP,Supply and Delivery Washroom / Change Room Facility,2023-02-15,Fort Modular Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Fort Modular Inc.
21-491,RFP,Supply and Delivery of Metal-Seated Triple Offset Butterfly Valves for Coquitlam Main No.4 - South Section,2023-02-17,CB Process Instrumentation & Controls,"$ 2,021,396.00",Yes,2023,False,True,vendor_specific,False,True,2021396.0,RFP,CB Process Instrumentation & Controls
21-491,RFP,Supply and Delivery of Metal-Seated Triple Offset Butterfly Valves for Coquitlam Main No.4 - South Section,2023-02-17,CG Industrial Specialties Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,CG Industrial Specialties Ltd
22-104,RFP,Consulting Engineering Services for the Water Meter Upgrade Program (WUMP) #3,2023-02-17,AECOM Canada Ltd.,"$ 535,023.00",Yes,2023,False,True,vendor_specific,False,True,535023.0,RFP,AECOM Canada Ltd.
22-104,RFP,Consulting Engineering Services for the Water Meter Upgrade Program (WUMP) #3,2023-02-17,Associated Engineering (B.C.) Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Associated Engineering (B.C.) Ltd.
22-104,RFP,Consulting Engineering Services for the Water Meter Upgrade Program (WUMP) #3,2023-02-17,Tetra Tech,,No,2023,True,False,not_awarded,False,False,,RFP,Tetra Tech
22-104,RFP,Consulting Engineering Services for the Water Meter Upgrade Program (WUMP) #3,2023-02-17,Stantec Consulting Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Stantec Consulting Ltd.
22-429,ITQ,Archaeological Services for the New Westminster Interceptor West Branch and Columbia Extension Rehabilitation,2023-02-22,WSP E&I Canada Limited,"$ 111,846.00",Yes,2023,False,True,vendor_specific,False,True,111846.0,ITQ,WSP E&I Canada Limited
22-418,RFP,Consulting Engineering Services for the White Rock Pump Station Assessment and Capacity Upgrade Options Analysis,2023-02-23,Stantec Consulting Ltd.,"$ 248,794.44",Yes,2023,False,True,vendor_specific,False,True,248794.44,RFP,Stantec Consulting Ltd.
22-418,RFP,Consulting Engineering Services for the White Rock Pump Station Assessment and Capacity Upgrade Options Analysis,2023-02-23,AECOM Canada Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,AECOM Canada Ltd
22-418,RFP,Consulting Engineering Services for the White Rock Pump Station Assessment and Capacity Upgrade Options Analysis,2023-02-23,WSP Canada Inc,,No,2023,True,False,not_awarded,False,False,,RFP,WSP Canada Inc
22-418,RFP,Consulting Engineering Services for the White Rock Pump Station Assessment and Capacity Upgrade Options Analysis,2023-02-23,Parsons Inc,,No,2023,True,False,not_awarded,False,False,,RFP,Parsons Inc
23-053,SS/NOIC,Evaluation of New Technology - Quantitative Polyerase Chain Reaction,2023-03-01,"BRITISH COLUMBIA CENTRE FOR DISEASE CONTROL (“BCCDC”), part of the
Provincial Health Services Authority","$ 199,865.00",Yes,2023,False,True,vendor_specific,False,True,199865.0,SS/NOIC,"BRITISH COLUMBIA CENTRE FOR DISEASE CONTROL (“BCCDC”), part of the Provincial Health Services Authority"
22-417,RFSO,Chemical Analytical Services for Freshwater and Marine Sediment Samples,2023-03-03,ALS Canada Ltd.,"$ 1,500,000.00",Yes,2023,False,True,group_framework_anchor,True,True,1500000.0,RFSO,ALS Canada Ltd.
22-417,RFSO,Chemical Analytical Services for Freshwater and Marine Sediment Samples,2023-03-03,"SGS AXYS Analytical Services, Ltd.",,Yes,2023,True,True,group_framework_member,True,False,,RFSO,"SGS AXYS Analytical Services, Ltd."
22-417,RFSO,Chemical Analytical Services for Freshwater and Marine Sediment Samples,2023-03-03,Bureau Veritas Canada (2019) Inc.,,Yes,2023,True,True,group_framework_member,True,False,,RFSO,Bureau Veritas Canada (2019) Inc.
22-417,RFSO,Chemical Analytical Services for Freshwater and Marine Sediment Samples,2023-03-03,PACIFIC RIM LABORATORIES INC,,No,2023,True,False,not_awarded,False,False,,RFSO,PACIFIC RIM LABORATORIES INC
22-417,RFSO,Chemical Analytical Services for Freshwater and Marine Sediment Samples,2023-03-03,CARO Analytical Services,,No,2023,True,False,not_awarded,False,False,,RFSO,CARO Analytical Services
22-464,RFP,Archaeology Asessment - Campbell Valley Regional park,2023-03-07,"SEYEM – ECONOMIC DEVELOPMENT LTD. PARTNERSHIPS OF KWANTLEN FIRST
NATIONS","$ 189,613.80",Yes,2023,False,True,vendor_specific,False,True,189613.8,RFP,SEYEM – ECONOMIC DEVELOPMENT LTD. PARTNERSHIPS OF KWANTLEN FIRST NATIONS
22-511,SS/NOIC,Development and Implementation of Environmental Management Systems for Liquid Waste and Water Services,2023-03-07,The Last Mile Environmental Management Solutions Ltd.,"$ 1,849,091.00",Yes,2023,False,True,vendor_specific,False,True,1849091.0,SS/NOIC,The Last Mile Environmental Management Solutions Ltd.
23-025,RFP,NSSA Flow Meter Program,2023-03-09,MTS Engineering Inc.,"$ 245,000.00",Yes,2023,False,True,vendor_specific,False,True,245000.0,RFP,MTS Engineering Inc.
22-216,RFSO,Professional and Technical Services - Utility Residuals Management,2023-03-13,SYLVIS Environmental Services Inc.,"$ 750,000.00",Yes,2023,False,True,group_framework_anchor,True,True,750000.0,RFSO,SYLVIS Environmental Services Inc.
22-216,RFSO,Professional and Technical Services - Utility Residuals Management,2023-03-13,Holly Suggitt partnering with Ruth McDougall,,Yes,2023,True,True,group_framework_member,True,False,,RFSO,Holly Suggitt partnering with Ruth McDougall
22-216,RFSO,Professional and Technical Services - Utility Residuals Management,2023-03-13,Associated Environmental Consultants Inc.,,Yes,2023,True,True,group_framework_member,True,False,,RFSO,Associated Environmental Consultants Inc.
22-431,RFP,Liquid Waste Management Plan – Decision Support Services,2023-03-14,Associated Engineering (BC) Ltd.,"$ 309,018.00",Yes,2023,False,True,vendor_specific,False,True,309018.0,RFP,Associated Engineering (BC) Ltd.
22-506,RFSQ,Development of a Data Management Plan and Processes for Uploading Environmental Monitoring Data to the BC Environmental Monitoring System,2023-03-15,KISTERS North America Inc,"$ 140,800.00",Yes,2023,False,True,vendor_specific,False,True,140800.0,RFSQ,KISTERS North America Inc
22-506,RFSQ,Development of a Data Management Plan and Processes for Uploading Environmental Monitoring Data to the BC Environmental Monitoring System,2023-03-15,Millennium EMS Solutions Ltd,,No,2023,True,False,not_awarded,False,False,,RFSQ,Millennium EMS Solutions Ltd
22-506,RFSQ,Development of a Data Management Plan and Processes for Uploading Environmental Monitoring Data to the BC Environmental Monitoring System,2023-03-15,Matrix Solutions Inc.,,No,2023,True,False,not_awarded,False,False,,RFSQ,Matrix Solutions Inc.
22-527,ITT,"Supply, Delivery and Installation of Fencing Replacement",2023-03-15,ACCURATE CEDAR LTD,"$ 156,500.00",Yes,2023,False,True,vendor_specific,False,True,156500.0,ITT,ACCURATE CEDAR LTD
22-527,ITT,"Supply, Delivery and Installation of Fencing Replacement",2023-03-15,Black Dog Fencing Inc,,No,2023,True,False,not_awarded,False,False,,ITT,Black Dog Fencing Inc
22-527,ITT,"Supply, Delivery and Installation of Fencing Replacement",2023-03-15,Sunbury Fencing and Decking,,No,2023,True,False,not_awarded,False,False,,ITT,Sunbury Fencing and Decking
23-082,SS/NOIC,"Resin Injection to Protect Harbour East Interceptor, Victoria Drive Section",2023-03-15,Strata Products Worldwide LLC,"$ 751,770.56",Yes,2023,False,True,vendor_specific,False,True,751770.56,SS/NOIC,Strata Products Worldwide LLC
23-049,SS/NOIC,Completion of the Wet Well Ventilation Upgrade at the Cloverdale Sewage Pump Station,2023-03-17,Gifford Electric Ltd.,"$ 359,571.37",Yes,2023,False,True,vendor_specific,False,True,359571.37,SS/NOIC,Gifford Electric Ltd.
22-281,RFP,Early Works Electrical Engineering Services For the Iona Island Wastewater Treatment Plant Upgrade Project,2023-03-21,Brown and Caldwell Consultants Canada Ltd.,"$ 539,272.00",Yes,2023,False,True,vendor_specific,False,True,539272.0,RFP,Brown and Caldwell Consultants Canada Ltd.
22-281,RFP,Early Works Electrical Engineering Services For the Iona Island Wastewater Treatment Plant Upgrade Project,2023-03-21,Ausenco Engineering Canada Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Ausenco Engineering Canada Inc.
22-281,RFP,Early Works Electrical Engineering Services For the Iona Island Wastewater Treatment Plant Upgrade Project,2023-03-21,Tetra Tech,,No,2023,True,False,not_awarded,False,False,,RFP,Tetra Tech
21-047,ITT,Backup Power Installation of Capilano Raw Water Pump Station,2023-03-23,NAC Constructors Ltd.,"$ 49,094,982.00",Yes,2023,False,True,vendor_specific,False,True,49094982.0,ITT,NAC Constructors Ltd.
21-047,ITT,Backup Power Installation of Capilano Raw Water Pump Station,2023-03-23,Graham Infrastructure LP,,No,2023,True,False,not_awarded,False,False,,ITT,Graham Infrastructure LP
21-047,ITT,Backup Power Installation of Capilano Raw Water Pump Station,2023-03-23,MAPLE REINDERS CONSTRUCTORS LTD.,,No,2023,True,False,not_awarded,False,False,,ITT,MAPLE REINDERS CONSTRUCTORS LTD.
21-047,ITT,Backup Power Installation of Capilano Raw Water Pump Station,2023-03-23,Flatiron Constructors Canada Limited,,No,2023,True,False,not_awarded,False,False,,ITT,Flatiron Constructors Canada Limited
22-326,RFQ,Supply and Delivery of Electric and Plug-in Hybrid Passenger Vehicles,2023-03-23,Open Road Auto Group,"$ 3,750,000.00",Yes,2023,False,True,group_framework_anchor,True,True,3750000.0,RFQ,Open Road Auto Group
22-326,RFQ,Supply and Delivery of Electric and Plug-in Hybrid Passenger Vehicles,2023-03-23,Applewood Auto Group,,Yes,2023,True,True,group_framework_member,True,False,,RFQ,Applewood Auto Group
22-326,RFQ,Supply and Delivery of Electric and Plug-in Hybrid Passenger Vehicles,2023-03-23,West Auto Group (Kia West),,Yes,2023,True,True,group_framework_member,True,False,,RFQ,West Auto Group (Kia West)
22-326,RFQ,Supply and Delivery of Electric and Plug-in Hybrid Passenger Vehicles,2023-03-23,Dueck Chevrolet Buick Cadillac GM Ltd.,,Yes,2023,True,True,group_framework_member,True,False,,RFQ,Dueck Chevrolet Buick Cadillac GM Ltd.
22-488,RFQ,Supply and Delivery of Medium and Heavy Duty Electric Trucks,2023-03-23,First Truck Centre inc.,"$ 2,000,000.00",Yes,2023,False,True,group_framework_anchor,True,True,2000000.0,RFQ,First Truck Centre inc.
22-488,RFQ,Supply and Delivery of Medium and Heavy Duty Electric Trucks,2023-03-23,Harbour International Trucks Ltd.,,Yes,2023,True,True,group_framework_member,True,False,,RFQ,Harbour International Trucks Ltd.
22-488,RFQ,Supply and Delivery of Medium and Heavy Duty Electric Trucks,2023-03-23,The Lion Electric Co,,Yes,2023,True,True,group_framework_member,True,False,,RFQ,The Lion Electric Co
22-488,RFQ,Supply and Delivery of Medium and Heavy Duty Electric Trucks,2023-03-23,Cubex Ltd.,,Yes,2023,True,True,group_framework_member,True,False,,RFQ,Cubex Ltd.
22-488,RFQ,Supply and Delivery of Medium and Heavy Duty Electric Trucks,2023-03-23,Inland Kenworth,,No,2023,True,False,not_awarded,False,False,,RFQ,Inland Kenworth
22-090,RFP-MA,Consulting Engineering Services for Process and Water Treatment Projects,2023-03-24,Aecom Canada Ltd. (AECOM),"$ 808,900.00",Yes,2023,False,True,vendor_specific,False,True,808900.0,RFP-MA,Aecom Canada Ltd. (AECOM)
22-090,RFP-MA,Consulting Engineering Services for Process and Water Treatment Projects,2023-03-24,Jacobs Consultancy Canada Inc. (Jacobs),"$ 825,000.00",Yes,2023,False,True,vendor_specific,False,True,825000.0,RFP-MA,Jacobs Consultancy Canada Inc. (Jacobs)
22-090,RFP-MA,Consulting Engineering Services for Process and Water Treatment Projects,2023-03-24,WSP Canada Inc.,,No,2023,True,False,not_awarded,False,False,,RFP-MA,WSP Canada Inc.
23-122,SS/NOIC,Secure Unidirectional Gateway Technology,2023-03-24,rSolutions (Distributor),"$ 885,927.00",Yes,2023,False,True,vendor_specific,False,True,885927.0,SS/NOIC,rSolutions (Distributor)
22-187,RFP,"Contingency Disposal Services for Biosolids (title change from LWS Contingency Disposal, based off of Bottom Ash)",2023-04-03,RemedX Remediation Services Inc,"$ 1,279,000.00",Yes,2023,False,True,vendor_specific,False,True,1279000.0,RFP,RemedX Remediation Services Inc
22-187,RFP,"Contingency Disposal Services for Biosolids (title change from LWS Contingency Disposal, based off of Bottom Ash)",2023-04-03,Secure Energy,,No,2023,True,False,not_awarded,False,False,,RFP,Secure Energy
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,McCuaig & ASSOCIATES ENGINEERING LTD,"$ 137,250.00",Yes,2023,False,True,vendor_specific,False,True,137250.0,RFP,McCuaig & ASSOCIATES ENGINEERING LTD
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,Absolute Building Science Strata Engineering Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Absolute Building Science Strata Engineering Inc.
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,Applus RTD,,No,2023,True,False,not_awarded,False,False,,RFP,Applus RTD
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,EXP Services Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,EXP Services Inc.
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,Phoenix Roof Consultants,,No,2023,True,False,not_awarded,False,False,,RFP,Phoenix Roof Consultants
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,Morrison Hershfield,,No,2023,True,False,not_awarded,False,False,,RFP,Morrison Hershfield
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,SR Engineering Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,SR Engineering Ltd.
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,WSP Canada Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,WSP Canada Inc.
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,Entuitive,,No,2023,True,False,not_awarded,False,False,,RFP,Entuitive
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,Stephenson Engineering Limited,,No,2023,True,False,not_awarded,False,False,,RFP,Stephenson Engineering Limited
22-278,RFP,"Architectural Design Services for Roof Replacements at Meridian Village, Grandview Gardens and St. Andrews Place",2023-04-04,IRC Building Sciences Group Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,IRC Building Sciences Group Inc.
22-534,RFP,Annacis Wastewater Treatment Plant Stage V Outfall Pre-discharge Sediment Monitoring,2023-04-04,WSP Canada Inc.,"$ 185,992.09",Yes,2023,False,True,vendor_specific,False,True,185992.09,RFP,WSP Canada Inc.
22-534,RFP,Annacis Wastewater Treatment Plant Stage V Outfall Pre-discharge Sediment Monitoring,2023-04-04,GreatPacific Consutling Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,GreatPacific Consutling Ltd
22-126,RFP,Barge Berth Design for the Iona Island Wastewater Treatment Plant Upgrade,2023-04-05,Worley Canada Services Ltd.,"$ 455,031.60",Yes,2023,False,True,vendor_specific,False,True,455031.6,RFP,Worley Canada Services Ltd.
22-126,RFP,Barge Berth Design for the Iona Island Wastewater Treatment Plant Upgrade,2023-04-05,Ausenco Engineering Canada Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Ausenco Engineering Canada Inc.
22-126,RFP,Barge Berth Design for the Iona Island Wastewater Treatment Plant Upgrade,2023-04-05,Westmar Advisors Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Westmar Advisors Inc.
22-126,RFP,Barge Berth Design for the Iona Island Wastewater Treatment Plant Upgrade,2023-04-05,Golder Associates Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Golder Associates Ltd.
22-126,RFP,Barge Berth Design for the Iona Island Wastewater Treatment Plant Upgrade,2023-04-05,SNC Lavalin Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,SNC Lavalin Inc.
22-498,ITT,Jervis Pump Station Temporary Genset,2023-04-05,Regehr Contracting Ltd.,"$ 547,683.00",Yes,2023,False,True,vendor_specific,False,True,547683.0,ITT,Regehr Contracting Ltd.
22-498,ITT,Jervis Pump Station Temporary Genset,2023-04-05,Drake Excavating (2016) Ltd.,,No,2023,True,False,not_awarded,False,False,,ITT,Drake Excavating (2016) Ltd.
23-092,ITT,Coastal Pacific Landscaping Ltd,2023-04-10,Coastal Pacific Landscaping Ltd,"$ 81,945.00",Yes,2023,False,True,vendor_specific,False,True,81945.0,ITT,Coastal Pacific Landscaping Ltd
22-235,RFP,Engineering and Design Services - Lynn Headwaters Baden Powell Trail,2023-04-11,Morrison Hershfield Limited,"$ 79,792.00",Yes,2023,False,True,vendor_specific,False,True,79792.0,RFP,Morrison Hershfield Limited
22-235,RFP,Engineering and Design Services - Lynn Headwaters Baden Powell Trail,2023-04-11,ISL Engineering & Land Services,,No,2023,True,False,not_awarded,False,False,,RFP,ISL Engineering & Land Services
22-235,RFP,Engineering and Design Services - Lynn Headwaters Baden Powell Trail,2023-04-11,Parsons Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Parsons Inc.
22-235,RFP,Engineering and Design Services - Lynn Headwaters Baden Powell Trail,2023-04-11,R.F. Binnie & Associates Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,R.F. Binnie & Associates Ltd.
22-235,RFP,Engineering and Design Services - Lynn Headwaters Baden Powell Trail,2023-04-11,CVL Engineers Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,CVL Engineers Inc.
22-235,RFP,Engineering and Design Services - Lynn Headwaters Baden Powell Trail,2023-04-11,Onsite Engineering Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Onsite Engineering Ltd.
22-001,RFP,High Speed Wide Area Network (WAN) - Network Services,2023-04-20,TELUS Communications Inc.,"$ 334,800.00",Yes,2023,False,True,vendor_specific,False,True,334800.0,RFP,TELUS Communications Inc.
22-156,RFP,Archaeological Consulting Services for Central Park Main - 10th Avenue to Westburnco,2023-04-21,Katzie Development Limited Partnership (KDLP),"$ 365,210.81",Yes,2023,False,True,vendor_specific,False,True,365210.81,RFP,Katzie Development Limited Partnership (KDLP)
22-156,RFP,Archaeological Consulting Services for Central Park Main - 10th Avenue to Westburnco,2023-04-21,Terra Archaeology Limited,,No,2023,True,False,not_awarded,False,False,,RFP,Terra Archaeology Limited
22-380,RFP,Kennedy Newton Main - Phase 3C 86th Avenue and 120th Street to 84th Avenue and 123rd Street,2023-04-21,B&B Contracting (2012) Ltd.,"$ 27,755,600.00",Yes,2023,False,True,vendor_specific,False,True,27755600.0,RFP,B&B Contracting (2012) Ltd.
22-380,RFP,Kennedy Newton Main - Phase 3C 86th Avenue and 120th Street to 84th Avenue and 123rd Street,2023-04-21,Matcon Civil Constructors,,No,2023,True,False,not_awarded,False,False,,RFP,Matcon Civil Constructors
22-380,RFP,Kennedy Newton Main - Phase 3C 86th Avenue and 120th Street to 84th Avenue and 123rd Street,2023-04-21,JJM Construction Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,JJM Construction Ltd
22-380,RFP,Kennedy Newton Main - Phase 3C 86th Avenue and 120th Street to 84th Avenue and 123rd Street,2023-04-21,Michels Canada Co.,,No,2023,True,False,not_awarded,False,False,,RFP,Michels Canada Co.
22-380,RFP,Kennedy Newton Main - Phase 3C 86th Avenue and 120th Street to 84th Avenue and 123rd Street,2023-04-21,Sandpiper Contracting LLP,,No,2023,True,False,not_awarded,False,False,,RFP,Sandpiper Contracting LLP
22-167,RFP,Construction Management for Services and Construction (At-Risk),2023-04-24,Kinetic Construction Ltd.,"$ 180,000.00",Yes,2023,False,True,vendor_specific,False,True,180000.0,RFP,Kinetic Construction Ltd.
22-167,RFP,Construction Management for Services and Construction (At-Risk),2023-04-24,Scott Construction (2005) Ltd,"$ 66,400.00",Yes,2023,False,True,vendor_specific,False,True,66400.0,RFP,Scott Construction (2005) Ltd
22-167,RFP,Construction Management for Services and Construction (At-Risk),2023-04-24,Heatherbrae,,No,2023,True,False,not_awarded,False,False,,RFP,Heatherbrae
22-167,RFP,Construction Management for Services and Construction (At-Risk),2023-04-24,Peak Construction Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Peak Construction Ltd.
22-167,RFP,Construction Management for Services and Construction (At-Risk),2023-04-24,Ventana Construction,,No,2023,True,False,not_awarded,False,False,,RFP,Ventana Construction
23-037,RFP,"Landscape Architectural Design Development Services - Cambpell Valley Regional Park, Little River Bowl and Mclean Pond",2023-04-24,Van der Zalm + Associates Consulting Ltd,"$ 76,632.00",Yes,2023,False,True,vendor_specific,False,True,76632.0,RFP,Van der Zalm + Associates Consulting Ltd
